# Changes Log / 變更日誌

| Timestamp / 時間 | File / 檔案 | Change Description / 變更說明 |
| 2026-04-14 08:38:53 | `lib/ui/skins/skin_service.dart` | **Added / 已新增**: Project Ghost Phase 1: Native bridge (libwaku.so) successfully compiled |
| 2026-04-14 08:38:53 | `lib/ui/skins/skin_specification.dart` | **Added / 已新增**: Project Ghost Phase 1: Native bridge (libwaku.so) successfully compiled |
| 2026-04-14 08:38:53 | `lib/ui/skins/telegram_skin.dart` | **Added / 已新增**: Project Ghost Phase 1: Native bridge (libwaku.so) successfully compiled |
| 2026-04-14 08:38:53 | `lib/ui/skins/whatsapp_skin.dart` | **Added / 已新增**: Project Ghost Phase 1: Native bridge (libwaku.so) successfully compiled |
| 2026-04-14 08:38:53 | `lib/ui/widgets/chat_bubble.dart` | **Modified / 已修改**: Project Ghost Phase 1: Native bridge (libwaku.so) successfully compiled |
| 2026-04-14 08:38:53 | `pubspec.yaml` | **Modified / 已修改**: Project Ghost Phase 1: Native bridge (libwaku.so) successfully compiled |
| 2026-04-14 08:38:53 | `scripts/build_libsimplex.sh` | **Modified / 已修改**: Project Ghost Phase 1: Native bridge (libwaku.so) successfully compiled |
| 2026-04-14 08:38:53 | `scripts/build_libsimplex/Dockerfile` | **Modified / 已修改**: Project Ghost Phase 1: Native bridge (libwaku.so) successfully compiled |
| 2026-04-14 08:38:53 | `scripts/migrate_to_framework.sh` | **Added / 已新增**: Project Ghost Phase 1: Native bridge (libwaku.so) successfully compiled |
| 2026-04-14 08:38:53 | `simplex-chat-src` | **Added / 已新增**: Project Ghost Phase 1: Native bridge (libwaku.so) successfully compiled |
| 2026-04-14 18:30:05 | `README.md` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/core/encryption/crypto_utils.dart` | **Added / 已新增**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/core/encryption/double_ratchet.dart` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/core/encryption/double_ratchet_service.dart` | **Added / 已新增**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/core/models/chat_message.g.dart` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/core/models/contact.dart` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/core/models/contact.g.dart` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/core/models/message.dart` | **Deleted / 已刪除**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/core/models/message.g.dart` | **Deleted / 已刪除**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/core/models/ratchet_state.dart` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/core/models/ratchet_state.g.dart` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/core/network/waku/native/libwaku.h` | **Added / 已新增**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/core/network/waku/p2p_engine.dart` | **Added / 已新增**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/core/network/waku/p2p_provider.dart` | **Added / 已新增**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/core/network/waku/pake_service.dart` | **Added / 已新增**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/core/network/waku/pubspec.lock` | **Added / 已新增**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/core/network/waku/pubspec.yaml` | **Added / 已新增**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/core/network/waku/test_waku_ffi.dart` | **Added / 已新增**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/core/network/waku/waku_bindings.dart` | **Added / 已新增**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/core/network/waku/waku_service.dart` | **Added / 已新增**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/core/security/anonymization_service.dart` | **Added / 已新增**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/core/security/lifecycle_manager.dart` | **Added / 已新增**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/core/security/shredder_service.dart` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/core/storage/storage_service.dart` | **Added / 已新增**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/features/chat/screens/chat_list_screen.dart` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/features/chat/screens/chat_room_screen.dart` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/features/chat/screens/invitation_screen.dart` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/features/chat/screens/scanner_screen.dart` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/features/chat/services/chat_message_service.dart` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/features/chat/services/file_transfer_service.dart` | **Added / 已新增**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/features/chat/services/invitation_service.dart` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/features/settings/screens/lifecycle_settings_screen.dart` | **Added / 已新增**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/features/settings/screens/settings_screen.dart` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/features/stickers/services/sticker_service.dart` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/features/stickers/widgets/sticker_picker_panel.dart` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `lib/main.dart` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `linux/flutter/generated_plugin_registrant.cc` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `linux/flutter/generated_plugins.cmake` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `macos/Flutter/GeneratedPluginRegistrant.swift` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `pubspec.lock` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `pubspec.yaml` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `test/double_ratchet_test.dart` | **Added / 已新增**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `test/p2p_verify.dart` | **Added / 已新增**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `test/pake_verify.dart` | **Added / 已新增**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `test/persistence_verify.dart` | **Added / 已新增**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `windows/flutter/generated_plugin_registrant.cc` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
| 2026-04-14 18:30:05 | `windows/flutter/generated_plugins.cmake` | **Modified / 已修改**: feat: Finalize Project Ghost Core - PAKE, 24h BAR Lifecycle, Anonymous File Transfer, and Presence Handshake (Phases 5-10) |
